49,,,,,,,,,,,,,,,,,135.0,135.0,146.0,135.0,135.0,135.0,125.0,115.0,96.0,105.0,95.0,90.0,,96.0,91.0,96.0,95.0,95.0,104.0,96.0,95.0,95.0,95.0,95.0,95.0,104.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,88.0,88.0,88.0,88.0,88.0,85.0,85.0,85.0,85.0,85.0,85.0,81.0,93.0,85.0,88.0,85.0,85.0,85.0,88.0,75.0,75.0,72.0
53,85.0,85.0,85.0,85.0,85.0,,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,95.0,85.0,85.0,85.0,78.0,78.0,78.0,87.0,85.0,85.0,,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0
55,,,,,,,,,,,,,142.0,142.0,135.0,142.0,142.0,156.0,167.0,167.0,167.0,167.0,,190.0,190.0,212.0,188.0,197.0,216.0,199.0,185.0,199.0,206.0,206.0,251.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,251.0,228.0,219.0,219.0,219.0,219.0,219.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,235.0,381.0,384.0,171.0,161.0,161.0,152.0,142.0,156.0,135.0
56,115.0,115.0,115.0,115.0,115.0,115.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,87.0,109.0,87.0,87.0,87.0,,87.0,87.0,109.0,87.0,87.0,,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,76.0,76.0,87.0,93.0,73.0,73.0,73.0,73.0,88.0,88.0,88.0,73.0,76.0,76.0,76.0,88.0,88.0,88.0,103.0,80.0,80.0,80.0,88.0,88.0,88.0,,76.0,76.0,76.0,103.0,103.0,
57,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,153.0,130.0,130.0,130.0,,130.0,130.0,153.0,130.0,130.0,,130.0,130.0,130.0,119.0,119.0,130.0,120.0,119.0,119.0,119.0,119.0,119.0,119.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0
58,,,,,,,,,64.0,64.0,64.0,64.0,64.0,64.0,65.0,64.0,64.0,64.0,75.0,72.0,72.0,69.0,,59.0,59.0,75.0,64.0,64.0,64.0,64.0,64.0,66.0,101.0,101.0,101.0,101.0,101.0,101.0,127.0,127.0,127.0,127.0,101.0,101.0,101.0,101.0,101.0,93.0,93.0,87.0,65.0,83.0,102.0,102.0,77.0,80.0,80.0,73.0,76.0,76.0,81.0,81.0,81.0,72.0,81.0,81.0,72.0,81.0,75.0,75.0,
59,,152.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,112.0,107.0,112.0,107.0,107.0,112.0,112.0,125.0,112.0,112.0,112.0,112.0,112.0,112.0,125.0,112.0,87.0,,107.0,107.0,100.0,100.0,100.0,100.0,87.0,87.0,87.0,87.0,87.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
60,,,,,,85.0,85.0,85.0,85.0,85.0,85.0,,85.0,85.0,85.0,85.0,85.0,85.0,100.0,89.0,85.0,85.0,78.0,78.0,82.0,115.0,102.0,102.0,112.0,103.0,103.0,103.0,110.0,110.0,120.0,111.0,110.0,110.0,110.0,110.0,110.0,110.0,120.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,120.0,110.0,113.0,110.0,110.0,110.0,113.0,110.0,110.0,106.0
61,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,,133.0,133.0,133.0,133.0,133.0,133.0,156.0,129.0,129.0,129.0,,116.0,122.0,152.0,168.0,168.0,155.0,155.0,155.0,108.0,108.0,108.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,108.0,108.0,135.0
62,,,393.0,413.0,413.0,393.0,126.0,126.0,120.0,120.0,120.0,126.0,126.0,126.0,114.0,120.0,120.0,120.0,146.0,120.0,120.0,120.0,88.0,124.0,133.0,146.0,133.0,133.0,133.0,133.0,127.0,133.0,108.0,108.0,108.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,155.0,117.0,117.0,117.0,117.0,117.0,117.0,103.0,108.0,108.0,108.0,108.0,108.0,117.0,125.0,125.0,125.0,125.0,125.0,125.0,167.0,156.0,156.0
63,,,,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,81.0,65.0,65.0,65.0,81.0,81.0,81.0,102.0,81.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,,,,,,,,,,,,,,,81.0,81.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,49.0,49.0,90.0,,,,,81.0,73.0
64,83.0,87.0,83.0,83.0,87.0,83.0,98.0,98.0,93.0,93.0,93.0,98.0,93.0,93.0,98.0,98.0,98.0,98.0,109.0,98.0,98.0,98.0,98.0,98.0,98.0,109.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,93.0,93.0,93.0,83.0,83.0,83.0,83.0,83.0,83.0,79.0,79.0,79.0,79.0,79.0,75.0,75.0,75.0,75.0,75.0,75.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,75.0,79.0,83.0,79.0,79.0,75.0,109.0,104.0,99.0
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,82.0,87.0,90.0,87.0,80.0,75.0,98.0,98.0
67,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,107.0,96.0,96.0,96.0,92.0,95.0,94.0,105.0,89.0,89.0,98.0,94.0,94.0,94.0,89.0,92.0,98.0,94.0,92.0,92.0,92.0,92.0,92.0,92.0,98.0,89.0,92.0,92.0,89.0,92.0,89.0,92.0,89.0,99.0,102.0,102.0,99.0,102.0,102.0,99.0,102.0,102.0,99.0,109.0,102.0,99.0,59.0,59.0,59.0,56.0,61.0,118.0,55.0
70,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,,92.0,92.0,92.0,92.0,92.0,92.0,114.0,92.0,92.0,92.0,,92.0,92.0,114.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,92.0
71,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,101.0,91.0,91.0,91.0,91.0,91.0,86.0,101.0,86.0,90.0,90.0,90.0,90.0,81.0,82.0,85.0,103.0,99.0,97.0,97.0,97.0,105.0,105.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,108.0,112.0,112.0,108.0,119.0,97.0,94.0,100.0,100.0,100.0,94.0,125.0,,103.0
72,,,,126.0,126.0,126.0,126.0,126.0,126.0,126.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,130.0,117.0,117.0,117.0,,108.0,99.0,110.0,99.0,99.0,99.0,99.0,99.0,90.0,108.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,110.0,110.0,110.0,110.0,110.0,110.0,
74,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,78.0,78.0,78.0,78.0,73.0,73.0,80.0,78.0,78.0,78.0,78.0,78.0,80.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,80.0,75.0,78.0,78.0,75.0,78.0,78.0,78.0,78.0,75.0,78.0,78.0,78.0,78.0,78.0,75.0,78.0,78.0,75.0,80.0,78.0,73.0,,,,,,,
78,,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,155.0,132.0,132.0,132.0,132.0,132.0,132.0,145.0,123.0,123.0,123.0,123.0,123.0,111.0,112.0,112.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0
79,,,,,,,,,,,,,,,,,,83.0,92.0,83.0,83.0,83.0,77.0,77.0,77.0,85.0,76.0,76.0,83.0,77.0,77.0,85.0,84.0,84.0,92.0,85.0,84.0,84.0,84.0,84.0,84.0,84.0,87.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,82.0,88.0,91.0,82.0,80.0,80.0,82.0,80.0,80.0,82.0
80,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,95.0,81.0,81.0,81.0,78.0,81.0,81.0,95.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,77.0,85.0,85.0,85.0,85.0,,94.0,119.0,85.0,74.0
81,,,,,,,,,,,,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,135.0,,130.0,130.0,130.0,123.0,123.0,135.0,124.0,124.0,124.0,117.0,108.0,119.0,114.0,112.0,112.0,112.0,112.0,112.0,119.0,158.0,99.0,102.0,102.0,99.0,102.0,99.0,102.0,99.0,99.0,102.0,102.0,99.0,102.0,102.0,99.0,102.0,102.0,99.0,99.0,93.0,90.0,96.0,,,,,,105.0
85,65.0,70.0,70.0,70.0,70.0,67.0,67.0,67.0,67.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,,,,,,,,,82.0,74.0,74.0,81.0,78.0,73.0,58.0,69.0,69.0,76.0,73.0,71.0,71.0,71.0,71.0,71.0,71.0,76.0,69.0,71.0,71.0,68.0,71.0,69.0,80.0,77.0,77.0,80.0,76.0,74.0,76.0,76.0,74.0,76.0,76.0,74.0,81.0,76.0,66.0,70.0,70.0,70.0,66.0,62.0,65.0,53.0
86,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,,83.0,83.0,83.0,83.0,83.0,83.0,98.0,83.0,83.0,83.0,,83.0,83.0,98.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,65.0,65.0,65.0,,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,56.0,65.0,72.0
87,,,100.0,100.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,100.0,89.0,89.0,89.0,82.0,82.0,82.0,92.0,81.0,81.0,,82.0,82.0,82.0,81.0,81.0,89.0,82.0,81.0,81.0,81.0,81.0,81.0,81.0,89.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,91.0,91.0,91.0,91.0,91.0,86.0,86.0,77.0,77.0,77.0,77.0,85.0,77.0,80.0,77.0,77.0,77.0,80.0,81.0,80.0,80.0
89,,,,,,,,,,,,,,,,,,,,,,,291.0,291.0,291.0,111.0,95.0,95.0,104.0,92.0,92.0,92.0,87.0,90.0,95.0,92.0,90.0,90.0,90.0,71.0,71.0,71.0,76.0,69.0,71.0,71.0,69.0,71.0,69.0,71.0,76.0,76.0,79.0,79.0,76.0,79.0,79.0,76.0,79.0,79.0,76.0,84.0,79.0,76.0,81.0,81.0,81.0,76.0,76.0,76.0,73.0
90,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,64.0,67.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,54.0,54.0,49.0,46.0,43.0
92,187.0,187.0,187.0,187.0,187.0,187.0,187.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,348.0,296.0,296.0,296.0,,245.0,245.0,288.0,242.0,242.0,,245.0,245.0,245.0,251.0,251.0,296.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0
93,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,105.0,105.0,105.0,89.0,89.0,80.0,77.0,77.0,77.0,91.0,73.0,73.0,80.0,77.0,77.0,77.0,73.0,73.0,80.0,91.0,76.0,76.0,76.0,76.0,89.0,89.0,81.0,73.0,81.0,89.0,86.0,89.0,73.0,84.0,81.0,81.0,99.0,84.0,81.0,84.0,99.0,77.0,80.0,94.0,77.0,77.0,72.0,82.0,66.0,66.0,92.0,82.0,68.0,68.0,
94,81.0,81.0,81.0,91.0,91.0,91.0,91.0,98.0,98.0,98.0,98.0,98.0,115.0,115.0,115.0,115.0,115.0,115.0,107.0,96.0,97.0,97.0,92.0,92.0,99.0,110.0,99.0,86.0,86.0,86.0,87.0,81.0,76.0,83.0,85.0,85.0,80.0,80.0,82.0,86.0,86.0,91.0,91.0,83.0,86.0,86.0,83.0,86.0,83.0,86.0,83.0,83.0,86.0,82.0,80.0,83.0,79.0,80.0,83.0,83.0,79.0,106.0,100.0,96.0,103.0,103.0,103.0,79.0,88.0,88.0,83.0
95,,,,,,,,,,,74.0,74.0,167.0,167.0,167.0,167.0,160.0,160.0,188.0,160.0,160.0,160.0,,154.0,154.0,180.0,146.0,146.0,160.0,154.0,84.0,84.0,86.0,86.0,84.0,72.0,71.0,71.0,61.0,61.0,71.0,75.0,79.0,72.0,74.0,74.0,72.0,74.0,72.0,74.0,72.0,72.0,74.0,74.0,72.0,74.0,74.0,76.0,78.0,78.0,66.0,72.0,78.0,76.0,81.0,70.0,70.0,66.0,83.0,,
96,1.004,1.004,1.004,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,70.0,60.0,60.0,60.0,60.0,58.0,58.0,67.0,55.0,55.0,60.0,58.0,58.0,58.0,55.0,55.0,80.0,77.0,75.0,75.0,75.0,75.0,98.0,98.0,104.0,95.0,98.0,98.0,95.0,66.0,64.0,66.0,64.0,64.0,66.0,,,,,,,108.0,109.0,70.0,66.0,64.0,68.0,68.0,68.0,77.0,85.0,85.0,85.0
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,97.0,97.0,97.0,97.0,93.0,93.0,85.0,85.0,85.0,85.0,80.0,80.0,80.0,80.0
99,89.0,89.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,114.0,114.0,114.0,114.0,114.0,116.0,116.0,116.0,120.0,132.0,120.0,120.0,120.0,115.0,115.0,115.0,127.0,109.0,109.0,120.0,115.0,115.0,115.0,109.0,113.0,120.0,115.0,113.0,113.0,102.0,102.0,102.0,102.0,109.0,99.0,102.0,102.0,99.0,102.0,99.0,85.0,82.0,82.0,85.0,85.0,82.0,85.0,85.0,82.0,85.0,85.0,82.0,90.0,85.0,82.0,94.0,94.0,94.0,88.0,97.0,90.0,90.0
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,69.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,63.0,63.0,61.0,61.0,61.0,61.0,,,,58.0,
101,77.0,77.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,88.0,92.0,88.0,92.0,92.0,92.0,103.0,92.0,92.0,92.0,92.0,88.0,88.0,95.0,80.0,80.0,88.0,84.0,84.0,81.0,77.0,90.0,91.0,81.0,71.0,74.0,99.0,99.0,103.0,95.0,98.0,88.0,81.0,81.0,82.0,75.0,74.0,75.0,78.0,78.0,78.0,78.0,74.0,71.0,74.0,74.0,74.0,65.0,74.0,71.0,65.0,75.0,72.0,72.0,72.0,60.0,61.0,65.0,66.0
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,90.0,90.0,80.0,80.0,71.0,71.0,84.0,71.0,48.0
105,,155.0,148.0,155.0,155.0,148.0,148.0,148.0,148.0,148.0,148.0,155.0,152.0,160.0,144.0,124.0,124.0,124.0,177.0,124.0,124.0,124.0,,109.0,109.0,156.0,109.0,109.0,109.0,109.0,104.0,117.0,117.0,117.0,117.0,160.0,142.0,142.0,142.0,150.0,150.0,127.0,133.0,133.0,133.0,133.0,133.0,133.0,150.0,165.0,133.0,133.0,133.0,133.0,171.0,171.0,146.0,169.0,142.0,142.0,142.0,133.0,133.0,154.0,169.0,142.0,142.0,142.0,167.0,156.0,156.0
106,186.0,210.0,250.0,250.0,250.0,250.0,208.0,187.0,189.0,182.0,160.0,156.0,154.0,150.0,163.0,150.0,150.0,171.0,190.0,152.0,135.0,135.0,152.0,152.0,152.0,169.0,135.0,135.0,135.0,135.0,135.0,152.0,152.0,152.0,152.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,141.0,141.0,141.0,
107,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,104.0,88.0,120.0,120.0,120.0,106.0,97.0,114.0,102.0,102.0,,129.0,111.0,111.0,111.0,111.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,146.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,146.0,146.0,146.0,146.0,146.0,130.0,130.0,
108,,,,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,89.0,119.0,102.0,102.0,101.0,,90.0,98.0,134.0,116.0,116.0,112.0,112.0,106.0,97.0,87.0,109.0,109.0,109.0,107.0,107.0,108.0,108.0,108.0,108.0,106.0,100.0,100.0,100.0,100.0,94.0,94.0,94.0,94.0,88.0,88.0,88.0,85.0,82.0,82.0,85.0,85.0,85.0,85.0,87.0,87.0,85.0,81.0,81.0,81.0,81.0,85.0,85.0,89.0
