hotelid,360,350,340,330,320,310,300,290,280,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,100,90,72,70,68,46,42,40,38,36,34,32,30,28,27,26,25,24,23,22,21,20,19,18,17,16,15,12,11,10,9,8,7,6,5,4,3,2,1,0
35,263.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,114.0,114.0,114.0,105.0,134.0,123.0,,114.0,114.0,105.0,105.0,105.0,105.0,105.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,92.0,131.0,92.0,92.0,156.0,156.0,156.0,156.0,131.0,156.0,131.0,131.0,122.0,122.0,122.0,144.0,144.0,144.0,144.0,144.0,,144.0
36,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,80.0,80.0,,72.0,72.0,72.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,80.0,80.0,80.0,,
38,132.0,132.0,132.0,132.0,132.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,122.0,122.0,111.0,111.0,111.0,111.0,111.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,137.0,137.0,137.0,137.0,137.0,120.0,120.0,120.0,137.0,137.0,152.0,152.0,152.0
39,93.0,110.0,110.0,110.0,93.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,129.0,129.0,110.0,110.0,110.0,110.0,93.0,93.0,110.0,110.0,,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,135.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,159.0,159.0,159.0
40,107.0,138.0,138.0,138.0,138.0,138.0,138.0,122.0,108.0,108.0,108.0,98.0,98.0,100.0,102.0,100.0,100.0,108.0,103.0,108.0,108.0,,100.0,108.0,99.0,135.0,119.0,83.0,95.0,99.0,100.0,91.0,94.0,94.0,100.0,91.0,91.0,91.0,84.0,84.0,92.0,84.0,79.0,79.0,79.0,72.0,81.0,81.0,89.0,81.0,94.0,94.0,94.0,89.0,89.0,89.0,86.0,86.0,96.0,93.0,96.0,102.0,106.0,87.0,96.0
41,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,84.0,98.0,94.0,88.0,88.0,88.0,88.0,65.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,68.0,68.0,102.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,55.0,55.0,83.0,82.0,82.0,,
42,108.0,108.0,108.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,,125.0,125.0,125.0,125.0,125.0,125.0,125.0,,125.0,125.0,125.0,125.0,125.0,125.0,116.0,125.0,125.0,125.0,125.0,125.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,115.0,115.0,115.0
43,156.0,156.0,156.0,156.0,156.0,156.0,156.0,164.0,164.0,164.0,164.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,126.0,126.0,126.0,109.0,109.0,109.0,109.0,113.0,109.0,103.0,100.0,110.0,95.0,
44,,,,,,,,,,,,,,,,,,,80.0,80.0,80.0,80.0,80.0,80.0,77.0,89.0,89.0,71.0,71.0,71.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,67.0,67.0,67.0,67.0,62.0,62.0,62.0,69.0,69.0,,64.0,64.0
46,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,100.0,100.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,72.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,85.0,,
47,319.0,319.0,319.0,319.0,319.0,234.0,234.0,234.0,234.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,152.0,185.0,170.0,149.0,149.0,,149.0,135.0,149.0,149.0,149.0,135.0,135.0,141.0,205.0,205.0,225.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,225.0,177.0,177.0,177.0,150.0,150.0,150.0,150.0,150.0,141.0,146.0,150.0,155.0,150.0,169.0,141.0,141.0
48,,,,,,,,,,,,,,,,,,,,,71.0,71.0,71.0,71.0,73.0,79.0,78.0,,73.0,70.0,64.0,60.0,64.0,60.0,64.0,60.0,64.0,60.0,60.0,60.0,64.0,58.0,75.0,77.0,69.0,69.0,,,,,,,,,,,,,61.0,65.0,61.0,82.0,,,
49,,,,,,,,,,,,,,,,,,104.0,104.0,104.0,104.0,104.0,104.0,104.0,96.0,104.0,96.0,93.0,93.0,86.0,93.0,85.0,93.0,85.0,93.0,85.0,93.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,93.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,78.0,75.0,78.0,75.0,,,
53,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,78.0,95.0,87.0,,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,100.0,
55,,,,,,,,,,,,,118.0,118.0,118.0,124.0,124.0,124.0,146.0,146.0,146.0,146.0,146.0,146.0,121.0,146.0,134.0,,131.0,121.0,131.0,120.0,131.0,120.0,131.0,120.0,120.0,120.0,120.0,120.0,131.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,131.0,120.0,120.0,120.0,120.0,120.0,111.0,123.0,114.0,114.0,117.0,114.0,117.0,114.0,114.0,,114.0
