hotelid,360,350,340,330,320,310,300,290,280,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,72,68,64,56,54,52,50,48,46,44,42,40,38,36,34,32,30,28,27,26,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
61,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,124.0,124.0,124.0,146.0,135.0,,155.0,155.0,108.0,108.0,108.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,,97.0,97.0,,100.0,
62,,,,413.0,126.0,126.0,120.0,120.0,120.0,120.0,126.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,124.0,124.0,146.0,146.0,135.0,124.0,124.0,124.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,135.0,135.0,
63,,,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,165.0,165.0,,132.0,132.0,132.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,55.0,73.0,73.0,73.0,73.0,65.0,65.0,65.0,65.0,49.0,49.0,65.0,65.0,65.0,65.0,65.0,65.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,65.0,65.0,49.0,49.0,65.0
64,83.0,83.0,79.0,83.0,93.0,93.0,93.0,89.0,93.0,93.0,89.0,93.0,89.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,89.0,93.0,93.0,93.0,104.0,104.0,104.0,93.0,93.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,79.0,75.0,75.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,75.0,75.0,75.0,75.0,,,71.0,71.0,71.0,71.0,67.0,,,63.0,63.0,63.0,63.0,63.0,
65,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,73.0,73.0,73.0,73.0,73.0,80.0,82.0,,79.0,85.0,85.0,85.0,82.0,82.0,84.0,89.0,92.0,88.0,81.0,83.0,93.0,87.0,87.0,87.0,87.0,85.0,87.0,87.0,87.0,96.0,96.0,87.0,85.0,87.0,85.0,93.0,87.0,78.0,78.0,71.0,90.0,,95.0,101.0,90.0,83.0,79.0,79.0,,,,60.0,98.0,
67,107.0,107.0,107.0,107.0,107.0,107.0,107.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,99.0,109.0,109.0,,98.0,94.0,94.0,92.0,94.0,94.0,92.0,98.0,98.0,92.0,92.0,92.0,98.0,92.0,92.0,92.0,92.0,89.0,92.0,92.0,89.0,98.0,89.0,92.0,89.0,92.0,99.0,109.0,102.0,102.0,102.0,99.0,102.0,102.0,102.0,109.0,102.0,106.0,,106.0,,59.0,61.0,,61.0,
70,92.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,95.0,95.0,95.0,95.0,95.0,95.0,84.0,84.0,84.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,95.0
71,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,91.0,91.0,91.0,77.0,77.0,70.0,77.0,74.0,74.0,73.0,77.0,77.0,73.0,77.0,77.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,90.0,90.0,82.0,74.0,77.0,70.0,73.0,70.0,77.0,73.0,73.0,77.0,,77.0,77.0,77.0,77.0,77.0,77.0,82.0,82.0,,86.0,86.0,,94.0,94.0
72,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,100.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,100.0,100.0,100.0,,100.0,,100.0
74,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,78.0,80.0,78.0,,78.0,78.0,,78.0,78.0,78.0,80.0,80.0,78.0,78.0,78.0,80.0,78.0,78.0,78.0,78.0,75.0,78.0,78.0,78.0,80.0,75.0,78.0,78.0,78.0,78.0,80.0,78.0,78.0,68.0,66.0,,68.0,68.0,70.0,68.0,66.0,66.0,66.0,,66.0,70.0,66.0,70.0,70.0
