hotelid,360,350,340,330,320,310,300,290,280,270,260,250,240,220,210,200,190,180,170,160,150,140,130,110,100,90,80,76,70,68,64,60,56,50,44,34,30,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
35,263.0,263.0,263.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,80.0,99.0,84.0,84.0,84.0,,77.0,96.0,81.0,81.0,83.0,,,88.0,88.0,104.0,99.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,,84.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,71.0,101.0,71.0,71.0,101.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0
36,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,80.0,72.0,72.0,72.0,72.0,72.0,80.0,72.0,72.0,72.0,72.0,72.0,72.0,,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,80.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,80.0,80.0,80.0,80.0,80.0
38,152.0,152.0,152.0,152.0,152.0,152.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,152.0,137.0,137.0,137.0,137.0,111.0,122.0,111.0,111.0,111.0,111.0,,111.0,,111.0,111.0,111.0,111.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,152.0,152.0,152.0
39,110.0,93.0,93.0,110.0,110.0,93.0,93.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,135.0,135.0,135.0,135.0,135.0,159.0,135.0,135.0,135.0,110.0,110.0,109.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,,110.0,110.0,110.0,110.0,110.0,110.0,110.0,129.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,129.0,129.0,129.0
40,87.0,86.0,114.0,114.0,114.0,114.0,114.0,114.0,102.0,82.0,83.0,83.0,72.0,72.0,86.0,71.0,76.0,84.0,84.0,105.0,92.0,87.0,92.0,,85.0,106.0,85.0,85.0,79.0,74.0,71.0,,92.0,85.0,85.0,85.0,84.0,85.0,85.0,84.0,84.0,84.0,84.0,84.0,84.0,104.0,73.0,73.0,73.0,81.0,81.0,81.0,81.0,73.0,73.0,73.0,65.0,71.0,65.0,70.0,87.0,79.0,75.0,75.0,75.0,75.0
41,50.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,98.0,88.0,88.0,74.0,84.0,84.0,94.0,84.0,,83.0,88.0,88.0,,88.0,74.0,74.0,74.0,62.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,74.0,74.0,112.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
42,108.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,,,115.0,115.0,115.0,115.0,115.0,125.0,125.0,125.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0
43,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,111.0,111.0,111.0,111.0,111.0,118.0,118.0,118.0,118.0,118.0,120.0,141.0,120.0,120.0,120.0,110.0,127.0,130.0,127.0,127.0,130.0,138.0,,127.0,98.0,127.0,127.0,127.0,126.0,127.0,127.0,126.0,126.0,126.0,126.0,126.0,,138.0,126.0,126.0,126.0,126.0,98.0,98.0,126.0,126.0,126.0,126.0,126.0,138.0,126.0,126.0,130.0,126.0,109.0,109.0,126.0,178.0
44,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,64.0,58.0,58.0,58.0,,58.0,64.0,58.0,58.0,62.0,62.0,62.0,,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,67.0,67.0,67.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,79.0,89.0,89.0,89.0,89.0
46,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,82.0,82.0,95.0,82.0,82.0,82.0,82.0,82.0,95.0,82.0,82.0,82.0,82.0,,82.0,,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0
47,319.0,319.0,319.0,319.0,319.0,319.0,319.0,234.0,234.0,234.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,215.0,183.0,183.0,183.0,,145.0,170.0,145.0,145.0,148.0,,153.0,,149.0,137.0,137.0,137.0,135.0,161.0,161.0,159.0,141.0,141.0,141.0,141.0,,175.0,159.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,168.0,168.0,185.0,168.0,168.0,165.0,159.0,159.0,150.0,150.0,150.0
48,,,,80.0,80.0,80.0,80.0,80.0,80.0,151.0,151.0,,,,,,,,,,,,,,,,,,,,66.0,66.0,,66.0,66.0,66.0,64.0,61.0,61.0,64.0,64.0,64.0,64.0,64.0,64.0,68.0,64.0,64.0,62.0,62.0,62.0,64.0,64.0,64.0,62.0,62.0,62.0,68.0,66.0,62.0,58.0,56.0,56.0,58.0,58.0,55.0
49,,,,,,,,,,,,,,,,,,83.0,83.0,93.0,83.0,83.0,83.0,76.0,76.0,86.0,76.0,76.0,78.0,83.0,,76.0,83.0,76.0,76.0,76.0,75.0,76.0,76.0,75.0,75.0,75.0,75.0,75.0,,83.0,79.0,79.0,79.0,76.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,85.0,88.0,85.0,85.0,85.0,85.0,85.0
53,,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,95.0,85.0,85.0,85.0,,78.0,87.0,78.0,78.0,85.0,85.0,85.0,,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0
