hotelid,360,350,340,330,320,310,300,290,280,260,250,230,220,210,200,190,180,170,160,150,130,120,110,100,90,80,76,68,64,60,56,54,52,40,36,34,32,30,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,6,5,4,3,2,1,0
72,,,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,100.0,90.0,90.0,90.0,90.0,86.0,95.0,86.0,86.0,86.0,,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
74,80.0,80.0,80.0,80.0,80.0,80.0,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,78.0,78.0,78.0,78.0,75.0,80.0,80.0,78.0,78.0,78.0,78.0,78.0,78.0,80.0,78.0,78.0,78.0,78.0,,78.0,78.0,78.0,75.0,78.0,80.0,80.0,80.0,78.0,78.0,78.0,75.0,75.0,78.0,78.0,78.0,80.0,78.0,,,,,,,,
78,,,149.0,149.0,149.0,149.0,149.0,149.0,149.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,145.0,123.0,123.0,123.0,113.0,123.0,,123.0,123.0,123.0,123.0,123.0,111.0,102.0,93.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
79,,,,,,,,,,,,,,,,,82.0,82.0,90.0,82.0,82.0,75.0,75.0,75.0,83.0,77.0,82.0,82.0,75.0,77.0,77.0,70.0,77.0,83.0,78.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,78.0,78.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,,78.0,76.0,78.0,78.0,78.0,76.0,76.0,78.0
80,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,100.0,85.0,110.0,105.0,110.0,110.0,129.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,59.0,59.0,54.0,64.0
81,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,119.0,109.0,109.0,105.0,105.0,105.0,114.0,108.0,115.0,115.0,,,,,,105.0,129.0,124.0,131.0,131.0,131.0,131.0,139.0,131.0,,,,,,,,,,,,,,,,,,,,,,,129.0,
85,65.0,65.0,70.0,70.0,70.0,70.0,67.0,67.0,67.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,,,,,,,,80.0,71.0,76.0,76.0,73.0,58.0,73.0,64.0,64.0,61.0,67.0,64.0,63.0,63.0,,63.0,63.0,63.0,63.0,61.0,63.0,67.0,67.0,67.0,63.0,63.0,63.0,61.0,61.0,56.0,56.0,58.0,62.0,58.0,62.0,60.0,56.0,56.0,44.0,48.0,60.0,59.0
86,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,98.0,83.0,108.0,108.0,108.0,108.0,127.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,56.0,56.0,,,56.0,56.0,56.0,56.0,56.0,56.0,56.0,52.0,52.0,56.0,56.0,56.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,56.0,56.0,56.0,56.0,66.0
87,,,85.0,85.0,76.0,76.0,76.0,76.0,76.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,119.0,106.0,106.0,98.0,98.0,98.0,109.0,100.0,106.0,106.0,98.0,98.0,98.0,98.0,98.0,97.0,106.0,98.0,97.0,97.0,,97.0,97.0,97.0,97.0,97.0,97.0,106.0,119.0,119.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,119.0,99.0,109.0,99.0,102.0,84.0,71.0,72.0,79.0,79.0
89,,,,,,,,,,,,,,,67.0,76.0,85.0,85.0,94.0,85.0,85.0,90.0,90.0,90.0,92.0,81.0,86.0,86.0,83.0,83.0,83.0,83.0,83.0,79.0,121.0,116.0,113.0,96.0,,96.0,96.0,96.0,96.0,93.0,75.0,80.0,89.0,89.0,82.0,82.0,82.0,79.0,79.0,79.0,79.0,82.0,87.0,82.0,87.0,84.0,79.0,79.0,79.0,71.0,78.0,78.0
90,,,,,,,,,,,,,,,,,,,,,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,44.0,44.0,44.0,44.0,44.0,54.0,44.0,44.0,44.0,44.0,44.0,44.0,54.0,42.0,42.0,42.0,42.0,42.0,42.0,,
92,107.0,107.0,107.0,107.0,107.0,107.0,107.0,296.0,296.0,296.0,296.0,296.0,493.0,493.0,493.0,493.0,493.0,296.0,348.0,296.0,296.0,245.0,245.0,245.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,71.0,71.0,71.0,71.0,71.0,71.0,84.0,84.0,84.0,84.0,71.0,84.0,69.0,69.0,69.0,81.0,67.0,71.0,71.0,69.0,69.0,69.0,69.0,71.0,65.0,71.0,69.0,67.0,67.0,79.0,79.0,79.0,67.0,67.0,65.0,67.0,84.0,84.0,84.0,67.0,67.0,67.0,65.0,76.0,65.0,65.0,67.0,84.0,67.0,71.0,62.0,58.0,58.0,76.0,64.0,64.0,84.0
94,81.0,81.0,81.0,91.0,83.0,73.0,73.0,73.0,73.0,99.0,99.0,,99.0,,99.0,99.0,99.0,99.0,110.0,99.0,90.0,90.0,86.0,86.0,95.0,73.0,81.0,81.0,81.0,81.0,77.0,77.0,77.0,77.0,77.0,71.0,73.0,74.0,76.0,76.0,81.0,76.0,76.0,74.0,76.0,81.0,81.0,81.0,76.0,76.0,76.0,74.0,74.0,74.0,66.0,69.0,77.0,72.0,75.0,73.0,68.0,68.0,68.0,68.0,75.0,75.0
95,,,,,,,,,,65.0,65.0,177.0,177.0,177.0,177.0,169.0,169.0,169.0,198.0,169.0,169.0,162.0,162.0,162.0,190.0,159.0,169.0,169.0,,162.0,172.0,135.0,135.0,59.0,65.0,62.0,61.0,71.0,74.0,65.0,65.0,65.0,69.0,63.0,65.0,69.0,59.0,59.0,55.0,55.0,55.0,54.0,54.0,56.0,56.0,68.0,72.0,68.0,72.0,70.0,56.0,76.0,76.0,66.0,62.0,62.0
96,1.004,1.004,1.004,1.004,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,70.0,60.0,60.0,58.0,58.0,58.0,67.0,56.0,60.0,60.0,,58.0,58.0,58.0,58.0,55.0,60.0,58.0,56.0,56.0,66.0,,66.0,66.0,66.0,64.0,66.0,70.0,70.0,70.0,66.0,66.0,66.0,64.0,64.0,64.0,64.0,66.0,70.0,66.0,70.0,68.0,64.0,64.0,64.0,70.0,70.0,70.0
97,,,,,,,,,,,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,84.0,78.0,78.0,75.0,75.0,75.0,81.0,73.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,83.0,80.0,80.0,78.0,78.0,,158.0
99,89.0,89.0,89.0,89.0,,89.0,89.0,89.0,89.0,93.0,93.0,93.0,93.0,93.0,132.0,132.0,90.0,90.0,99.0,90.0,90.0,87.0,87.0,87.0,95.0,85.0,90.0,90.0,,87.0,87.0,87.0,87.0,82.0,90.0,87.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,82.0,85.0,90.0,90.0,90.0,85.0,85.0,85.0,82.0,82.0,82.0,69.0,71.0,76.0,71.0,76.0,74.0,69.0,69.0,69.0,76.0,76.0,76.0
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,88.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,75.0,75.0,54.0,74.0,,,,,,74.0,,,,,,48.0,48.0,,70.0,
101,77.0,77.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,,88.0,,116.0,116.0,116.0,115.0,129.0,116.0,116.0,112.0,116.0,112.0,114.0,97.0,104.0,104.0,99.0,95.0,95.0,95.0,95.0,99.0,86.0,82.0,90.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,93.0,93.0,93.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,81.0,73.0,81.0,70.0,72.0,72.0,67.0,58.0,58.0,58.0
104,,,,,,,83.0,83.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0,198.0,158.0,158.0
105,,155.0,148.0,155.0,155.0,148.0,148.0,155.0,155.0,148.0,155.0,148.0,160.0,152.0,124.0,117.0,117.0,117.0,167.0,117.0,117.0,117.0,117.0,109.0,146.0,117.0,117.0,102.0,102.0,109.0,109.0,109.0,109.0,117.0,142.0,142.0,142.0,150.0,150.0,150.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,150.0,133.0,133.0,133.0,156.0,156.0,156.0
106,117.0,,131.0,131.0,131.0,131.0,,119.0,119.0,119.0,117.0,93.0,119.0,119.0,112.0,91.0,104.0,113.0,150.0,110.0,124.0,124.0,124.0,124.0,138.0,110.0,110.0,110.0,110.0,124.0,124.0,124.0,124.0,124.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,109.0,109.0,109.0,109.0,109.0,109.0,118.0,117.0,116.0,113.0,110.0
107,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,102.0,120.0,102.0,88.0,88.0,88.0,88.0,104.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,103.0,103.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,104.0,104.0,104.0
108,,,,,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,75.0,88.0,75.0,74.0,68.0,57.0,69.0,97.0,78.0,78.0,78.0,78.0,78.0,73.0,73.0,73.0,83.0,83.0,83.0,88.0,88.0,88.0,88.0,90.0,90.0,86.0,86.0,82.0,82.0,82.0,78.0,76.0,76.0,76.0,75.0,75.0,75.0,76.0,76.0,76.0,74.0,74.0,74.0,74.0,74.0,74.0,78.0,78.0,82.0
109,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,80.0,76.0,76.0,76.0,76.0,76.0,80.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,62.0,62.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,57.0,57.0,57.0,57.0,57.0,57.0,,,,
110,,,68.0,68.0,68.0,65.0,68.0,68.0,68.0,68.0,68.0,68.0,,65.0,68.0,68.0,68.0,68.0,74.0,68.0,68.0,68.0,68.0,68.0,74.0,68.0,68.0,68.0,,66.0,66.0,66.0,66.0,64.0,68.0,66.0,96.0,96.0,66.0,,,66.0,62.0,66.0,66.0,68.0,68.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0,64.0,66.0,68.0,66.0,68.0,64.0,62.0,62.0,62.0,62.0,68.0,63.0
111,247.0,247.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,199.0,174.0,174.0,174.0,174.0,174.0,159.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,148.0,148.0,148.0,148.0,148.0,157.0,167.0,141.0,141.0,141.0,141.0,124.0,124.0,133.0,149.0
