hotelid,360,350,340,330,320,310,300,290,280,270,260,250,240,230,220,210,200,190,180,170,160,150,140,110,100,90,80,72,70,64,60,56,54,50,48,38,34,32,30,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,12,11,10,9,8,7,6,5,4,3,2,1,0
35,263.0,263.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,89.0,114.0,114.0,89.0,101.0,101.0,101.0,101.0,119.0,119.0,119.0,114.0,97.0,97.0,97.0,97.0,97.0,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,77.0,110.0,77.0,110.0,101.0,101.0,101.0,101.0,119.0,119.0,119.0,114.0,104.0,104.0,99.0
37,72.0,80.0,72.0,80.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,80.0,80.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,80.0,80.0,80.0,80.0,80.0
38,132.0,132.0,132.0,132.0,132.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,111.0,122.0,122.0,111.0,111.0,111.0,,111.0,85.0,85.0,85.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,152.0,152.0,152.0
39,254.0,254.0,271.0,271.0,288.0,305.0,322.0,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,284.0,284.0,245.0,,245.0,245.0,245.0,245.0,211.0,,,244.0,,,,,,,,244.0,222.0,222.0,222.0,222.0,222.0,244.0,244.0,244.0
40,106.0,110.0,138.0,138.0,138.0,138.0,138.0,138.0,122.0,105.0,105.0,102.0,92.0,92.0,95.0,100.0,95.0,92.0,100.0,100.0,108.0,108.0,108.0,99.0,135.0,135.0,99.0,74.0,65.0,70.0,95.0,88.0,88.0,88.0,88.0,95.0,89.0,87.0,89.0,87.0,,87.0,,87.0,72.0,72.0,72.0,81.0,81.0,89.0,81.0,81.0,81.0,81.0,70.0,77.0,70.0,70.0,77.0,70.0,78.0,78.0,78.0,78.0,75.0,75.0,75.0
41,50.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,84.0,98.0,98.0,84.0,88.0,88.0,88.0,88.0,74.0,74.0,74.0,74.0,74.0,55.0,74.0,74.0,74.0,,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,68.0,68.0,102.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,74.0
42,108.0,108.0,108.0,108.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,116.0,125.0,125.0,125.0,125.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,115.0,115.0,115.0,115.0
43,106.0,106.0,106.0,106.0,106.0,106.0,106.0,111.0,111.0,111.0,111.0,138.0,138.0,146.0,146.0,146.0,146.0,146.0,148.0,148.0,148.0,148.0,148.0,104.0,174.0,174.0,136.0,148.0,156.0,153.0,118.0,153.0,153.0,153.0,153.0,135.0,148.0,135.0,148.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,148.0,135.0,135.0,135.0,135.0,135.0,148.0,135.0,135.0,148.0,135.0,139.0,139.0,139.0,139.0,100.0,109.0,128.0
44,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,69.0,69.0,62.0,62.0,62.0,,62.0,62.0,62.0,62.0,62.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,79.0,64.0,64.0,64.0,64.0
46,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,85.0,85.0,72.0,72.0,72.0,,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,,72.0,,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,85.0,85.0,85.0
47,319.0,319.0,319.0,319.0,319.0,319.0,234.0,234.0,234.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,152.0,185.0,185.0,145.0,157.0,148.0,137.0,149.0,137.0,137.0,149.0,137.0,149.0,149.0,135.0,149.0,141.0,141.0,,,141.0,141.0,141.0,141.0,141.0,141.0,155.0,141.0,141.0,141.0,141.0,141.0,155.0,141.0,141.0,155.0,141.0,146.0,146.0,146.0,146.0,141.0,141.0,141.0
48,,,,,,,,,,,,,,,,,,,,62.0,62.0,62.0,62.0,64.0,69.0,69.0,61.0,64.0,60.0,,64.0,61.0,61.0,61.0,61.0,58.0,64.0,60.0,64.0,60.0,60.0,60.0,,64.0,60.0,69.0,69.0,69.0,69.0,73.0,66.0,69.0,69.0,69.0,66.0,73.0,69.0,69.0,67.0,,61.0,61.0,57.0,61.0,58.0,62.0,62.0
49,,,,,,,,,,,,,,,,,,,104.0,104.0,104.0,104.0,99.0,96.0,109.0,114.0,96.0,104.0,98.0,96.0,104.0,96.0,96.0,96.0,96.0,104.0,104.0,95.0,99.0,95.0,,95.0,95.0,104.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,88.0,79.0,79.0,79.0,85.0,85.0,93.0,85.0,88.0,88.0,88.0,88.0,85.0,85.0,85.0
53,,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,78.0,95.0,95.0,78.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,,85.0,85.0,85.0,85.0,85.0,85.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0
55,,,,,,,,,,,,,,97.0,93.0,93.0,97.0,97.0,97.0,114.0,125.0,125.0,125.0,95.0,114.0,114.0,95.0,103.0,97.0,,103.0,103.0,103.0,95.0,95.0,94.0,103.0,94.0,103.0,94.0,94.0,94.0,,94.0,94.0,102.0,102.0,102.0,102.0,112.0,102.0,96.0,102.0,102.0,102.0,112.0,102.0,114.0,125.0,114.0,117.0,127.0,117.0,117.0,133.0,146.0,125.0
56,115.0,115.0,115.0,115.0,115.0,115.0,115.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,106.0,92.0,92.0,92.0,92.0,85.0,115.0,115.0,92.0,115.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,85.0,85.0,85.0,85.0,98.0,98.0,98.0,76.0,76.0,76.0,76.0,93.0,93.0,93.0,85.0,85.0,85.0,93.0,93.0,93.0,109.0,76.0,76.0,76.0,93.0,109.0,109.0,109.0
57,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,104.0,104.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,95.0,87.0,86.0,95.0,86.0,95.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,111.0,111.0,111.0
