hotelid,360,350,340,330,320,310,300,290,280,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,76,72,70,68,48,46,44,42,40,38,36,34,32,30,28,27,26,25,24,23,22,21,20,19,18,17,16,15,13,12,11,10,9,8,7,6,5,4,3,2,1,0
35,263.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,94.0,80.0,80.0,80.0,80.0,74.0,94.0,80.0,86.0,,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,59.0,84.0,59.0,59.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,99.0,59.0,99.0,99.0,99.0,99.0,99.0
37,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,80.0,72.0,72.0,72.0,72.0,72.0,80.0,72.0,80.0,,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,80.0,,80.0,,
38,132.0,132.0,132.0,132.0,132.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,132.0,120.0,120.0,120.0,120.0,111.0,122.0,111.0,122.0,,111.0,111.0,,111.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,107.0,107.0,107.0,107.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,120.0,120.0,152.0,152.0,152.0
39,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,109.0,110.0,110.0,110.0,93.0,93.0,109.0,93.0,109.0,,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,110.0,110.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,129.0,129.0,129.0
40,76.0,114.0,114.0,114.0,114.0,114.0,114.0,102.0,83.0,83.0,90.0,80.0,78.0,79.0,83.0,79.0,68.0,76.0,71.0,89.0,76.0,76.0,68.0,76.0,70.0,95.0,76.0,87.0,,51.0,57.0,,71.0,61.0,67.0,66.0,66.0,65.0,65.0,,65.0,65.0,69.0,69.0,76.0,71.0,65.0,65.0,65.0,65.0,73.0,73.0,73.0,73.0,,73.0,73.0,73.0,73.0,73.0,70.0,72.0,70.0,78.0,75.0,82.0,75.0,75.0,79.0,
41,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,71.0,64.0,64.0,69.0,83.0,80.0,92.0,83.0,88.0,,93.0,93.0,93.0,83.0,83.0,62.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,68.0,68.0,102.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,82.0,83.0,55.0,55.0,83.0,82.0,82.0,82.0,82.0,82.0
42,108.0,108.0,108.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,,115.0,115.0,,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,,115.0,115.0,115.0,
43,81.0,81.0,81.0,81.0,81.0,81.0,81.0,85.0,85.0,85.0,85.0,85.0,90.0,90.0,90.0,90.0,90.0,92.0,92.0,108.0,92.0,92.0,65.0,92.0,85.0,108.0,92.0,99.0,,85.0,65.0,85.0,92.0,84.0,92.0,85.0,85.0,84.0,84.0,,84.0,84.0,65.0,65.0,92.0,92.0,84.0,84.0,84.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,77.0,58.0,58.0,75.0,82.0,75.0,,71.0,71.0
44,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,59.0,53.0,53.0,53.0,53.0,53.0,59.0,53.0,59.0,,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,,59.0,,59.0,59.0
